movie_id,片名,年份,导演,语言,制片国家/地区,豆瓣评分,评价人数,benchmark,score,hits,剧情简介_前200,Gemini评价,来源URL,final_decision,confidence,reason
25805741,后会无期,2014,韩寒,汉语普通话 / 手语 / 粤语,中国大陆,7.2,568548,0,0,,故事开始于虚构的中国最东边的小岛“东极岛”，智力低下的青年胡生（高华阳 饰）讲述了关于他的两个哥们儿——马浩汉（冯绍峰 饰）和江河（陈柏霖 饰）的故事。浩汉在外闯荡多年后回到故乡，却发现全岛面临着拆迁问题，而他最好的朋友，岛上唯一的老师江河也将被调到更为偏远的地区。于是 浩汉做出了一个决定，那就是开车送江河去三千多公里外的学校报到。兄弟三人踏上了前所未有的旅程，途中他们见了当临时演员的童年玩伴周沫,将时代的沉浮与个人的命运交织在一起，展现了爱与温情的多重维度，底蕴深厚，发人深省。,https://movie.douban.com/subject/25805741/,no,0.8,普通话公路片方言点缀
3077412,寻龙诀,2015,乌尔善,汉语普通话 / 英语 / 蒙古语 / 日语,中国大陆 / 中国香港,7.4,554897,0,0,,上世纪80年代末，胡八一（陈坤 饰）、王凯旋（黄渤 饰）与Shirley杨（舒淇 饰）在美国打算金盆洗手，本来叱咤风云的摸金校尉沦为街头小贩被移民局追得满街跑。就在此时，意外发现20年前死在草原上的初恋对象丁思甜（杨颖 饰）可能还活着，胡八一、王凯旋、Shirley杨决定再入草原千年古墓……,以细腻动人的叙事与精湛的演员表现，深刻探讨了人性、爱与救赎，情感真挚，深切感人。,https://movie.douban.com/subject/3077412/,no,0.85,蒙古语仅草原段落点缀
4237879,人在囧途,2010,叶伟民,汉语普通话 / 武汉话,中国大陆,7.8,548718,0,1,E2,大老板李成功（徐峥 饰）遇上挤奶工牛耿（王宝强 饰）之后，旅途便频出状况。被情人逼迫回长沙老家跟老婆摊牌的李成功，机场遭遇到前往长沙讨债的乌鸦嘴牛耿。牛耿人如其名，不但耿直憨厚，而且透出一股傻气。先是登机前安检一口气喝完一大罐牛奶，后来又飞机上让乘务员开窗，好不容易折腾到飞机到达长沙上空，结果让他咒得因长沙大雪飞机被迫返航。无奈挤上火车硬座车厢的李成功刚松了一口气，却又一次在人群中看到牛耿。牛耿就,笑料丰富却又不失情感深度，通过接地气的叙事，勾勒出人与人之间的温暖羁绊，诚意满满。,https://movie.douban.com/subject/4237879/,yes,0.85,湖南武汉方言公路喜剧
10574468,北京遇上西雅图,2013,薛晓路,汉语普通话 / 英语 / 闽南语,中国大陆 / 中国香港,7.3,547244,0,0,,“败金女”文佳佳（汤唯 饰）曾经是美食杂志编辑，对爱情充满了像电影《西雅图夜未眠》一样的浪漫幻想。而在现实中，为了给自己的孩子一个“美利坚公民”的身份，她不远万里只身来到西雅图的月子中心待产生子。在月子中心，文佳佳炫富的作风引发了房东（金燕玲 饰）和其他孕妇周逸（海清 饰）、陈悦（买红妹 饰）的反感，倍感孤独的她只能向司机郝志Frank（吴秀波 饰）倾诉心声。而看上去木讷老实的“落魄叔”Frank,将时代的沉浮与个人的命运交织在一起，展现了爱与温情的多重维度，底蕴深厚，发人深省。,https://movie.douban.com/subject/10574468/,no,0.85,西雅图背景闽南语点缀
900030,鬼子来了,2000,姜文 Wen Jiang,汉语普通话 / 日语 / 唐山话,中国大陆,9.2,537438,0,0,,经典电影暂无简介。,《鬼子来了》：姜文最具思想深度的黑色杰作，用极致荒诞的黑白画面和血色悲剧戳穿了国民性的愚昧与时代荒谬。,https://movie.douban.com/subject/1291858/,yes,0.95,全程唐山话的姜文经典
3821067,一代宗师,2013,王家卫,汉语普通话 / 粤语 / 日语,中国大陆 / 中国香港,8.1,534866,0,1,E2,广东佛山人叶问（梁朝伟 饰），年少时家境优渥，师从咏春拳第三代传人陈华顺学习拳法，师傅“一条腰带一口气”的告诫，支持他走过兵荒马乱、朝代更迭的混乱年代。妻子张永成（宋慧乔 饰）泼辣干练，二人夫唱妇随，琴瑟合璧。1936年，佛山武术界乱云激荡。八卦拳宗师宫羽田（王庆祥 饰）年事已高，承诺隐退。其所担任的中华武士会会长职位，自然引起武林高手的关注与觊觎。包括宫羽田的独生女宫二（章子怡 饰）在内，白猿马,以细腻动人的叙事与精湛的演员表现，深刻探讨了人性、爱与救赎，情感真挚，深切感人。,https://movie.douban.com/subject/3821067/,yes,0.8,粤语武林对白成规模
30171424,拆弹专家2,2020,邱礼涛,汉语普通话 / 粤语 / 英语,中国大陆 / 中国香港,7.5,490652,0,1,E2,香港某处发生爆炸案，前拆弹专家潘乘风（刘德华 饰）因昏迷于现场，被警方怀疑牵涉其中。苏醒后的潘乘风只能一边逃亡一边查明真相，然而，他的好友董卓文（刘青云 饰）和他的前女友庞玲（倪妮 饰）却给他讲述了两段截然不同的经历。有计划的爆炸案接二连三发生，真相却越来越扑朔迷离……,剧情跌宕起伏，逻辑严密，在重重迷雾中拷问人性底线，给观众带来强烈的心理震撼，这是一部值得反复品味的经典之作。,https://movie.douban.com/subject/30171424/,yes,0.85,港产粤语原声警匪片
25717233,心花路放,2014,宁浩,汉语普通话 / 粤语 / 云南方言,中国大陆,7.2,480573,1,3,E1,二手音响商耿浩（黄渤 饰）婚姻失败，他想用锤子爆小三（李晨 饰）的头，却迟迟没有勇气，幸亏在剧组做制片的兄弟郝义（徐峥 饰）及时发现自暴自弃的耿浩，他决定带着耿浩开启一段“治愈之旅”。于是一对好基友带着一只狗上路，邂逅三千公里的“桃花”。“阿凡达女郎”（陶慧 饰）、“杀马特”周丽娟（周冬雨 饰）、“白富美”（张俪 饰），各式各样的女人接连登场，耿浩一路艳遇一路疗伤。时光倒转，5年前的此时，大龄文艺,用精妙的叙事结构与紧张悬疑的氛围，层层剥茧式地揭示了人性的复杂，叙事张力十足。,https://movie.douban.com/subject/25717233/,yes,0.9,云南方言段落成规模标杆片
25798222,亲爱的,2014,陈可辛,汉语普通话 / 安徽方言 / 粤语 / 陕西方言,中国大陆 / 中国香港,8.4,463240,1,3,E1,田文军（黄渤 饰）和鲁晓娟（郝蕾 饰）曾是一对恩爱的夫妻，然而，两人之间的感情却被时间和争吵消耗殆尽，最终，他们选择了离婚。如今，联系着两人的唯一枢纽，就是可爱的儿子田鹏。然而，某一天，这唯一的纽带也断裂了，田鹏于一次外出玩耍时无故失踪，绝望和崩溃之中，田文军与鲁晓娟踏 上了漫漫寻子之路，并在途中结识了许多和他们一样无助的父亲和母亲们。时光匆匆流逝，一条关于田鹏的线索浮出水面，促使田文军和妻子来到,用克制而深情的镜头语言，谱写了一曲关于生命与永恒情感的赞歌，令人久久不能释怀。,https://movie.douban.com/subject/25798222/,yes,0.95,多方言寻子题材标杆片
25716096,狗十三,2018,曹保平,汉语普通话 / 西安话,中国大陆,8.2,457298,0,1,E2,13岁的少女李玩，由于父母离异，与爷爷奶奶生活在一起。正处于青春期的她渴望了解、陪伴和爱。在“要听话”的中国式教育里，李玩也完成了属于她的“成人礼”。电影中，父亲希望通过一条宠物小狗完成与女儿的和解与沟通，李玩为狗取名“爱因斯坦”，暗潮涌动的青春因“爱因斯坦”意外走失，开启了它汹涌又无奈的成长之路。,用精妙的叙事结构与紧张悬疑的氛围，层层剥茧式地揭示了人性的复杂，叙事张力十足。,https://movie.douban.com/subject/25716096/,yes,0.95,全程西安话成长片
3596502,唐山大地震,2010,冯小刚,汉语普通话 / 唐山话,中国大陆 / 中国香港,7.8,404384,0,1,E2,1976年7月27日夜，唐山地区爆发7.8级强烈地震，房屋倒塌，灾民无数。面对即将坍塌的危楼，丈夫方大强（张国强 饰）和妻子李元妮（徐帆 饰）都要去救被困的龙凤胎儿女方登（张子枫 饰）、方达（张家骏 饰）。危急时刻，方大强拦住了妻子，冲进去营救时不幸罹难。李元妮在震后发现，一双儿女被困在一块水泥板两端，若要营救，必然牺牲一方。情急之下，她做出了艰难选择——救弟弟。此事成为方登心中难以磨灭的隐痛。后,以细腻动人的叙事与精湛的演员表现，深刻探讨了人性、爱与救赎，情感真挚，深切感人。,https://movie.douban.com/subject/3596502/,yes,0.8,唐山话家庭戏贯穿
24745500,绣春刀,2014,路阳,汉语普通话 / 蒙古语,中国大陆,7.6,403226,0,1,E2,明崇祯皇帝登基，大太监魏忠贤（金世杰 饰）及其“阉党”被锦衣卫倾巢覆灭。锦衣卫中以卢剑星（王千源 饰）、沈炼（张震 饰）和靳一川（李东学 饰）三结拜兄弟最为勇猛正直。老大卢剑星为了升官百户，沈炼为替教坊司妓女周妙彤（刘诗诗 饰）赎身，三弟靳一川为摆脱浪人丁修（周一围 饰）的纠缠，三兄弟决定接受东厂都督赵靖忠（聂远 饰）追杀魏忠贤的秘密行动。行动中三人遭到魏忠贤义女魏廷（朱丹 饰）带队阻拦，一场腥风,用精妙的叙事结构与紧张悬疑的氛围，层层剥茧式地揭示了人性的复杂，叙事张力十足。,https://movie.douban.com/subject/24745500/,no,0.85,普通话武侠片蒙古语点缀
3824672,听说,2015,郑芬芬,汉语普通话 / 台湾手语 / 闽南语,中国台湾,8.1,365028,0,0,,阳光男孩黄天阔（彭于晏 饰）的父母经营着一家便当店，某天，他在为听障游泳队送便当时邂逅了清纯美丽的姐妹花——小朋（陈妍希 饰）和秧秧（陈意涵 饰）。姐妹俩的父亲是一名传教士，常年在非洲工作。为了保障姐姐顺利参加听障奥运会，秧秧担负起赚取家用的重任。她每日来去匆匆，辛苦打着几份工。本身即掌握手语的天阔自然而然融入了姐妹俩的生活当中，为了接近心仪的秧秧，他时常在体育馆门口做生意，还费尽心思为秧秧制作爱,导演以清新唯美的镜头与克制的无声交流，细腻呈现了年轻恋人之间纯真真挚且温暖人心的爱情。,https://movie.douban.com/subject/3824672/,no,0.8,手语主导闽南语少量
25710912,港囧,2015,徐峥,汉语普通话 / 粤语,中国大陆,5.7,364997,0,1,E2,徐来（徐峥 饰）大学时代的理想是能够成为一名出色的油画家，他的坚持和不屈吸引了美丽女孩杨伊（杜鹃 饰）的注意，随着时间的推移，他们相爱了。然而，徐来的这段初恋却最终被残酷的现实所粉碎，之后，他同一直守候在自己身边的内衣公司老板千金蔡波（赵薇 饰）走到了一起。毕业后，徐来和蔡波结婚，成了蔡家的“上门女婿”，他放弃了理想，开始经营内衣公司，尽管事业蒸蒸日上，但徐来的心中始终留存着一抹遗憾。某日，徐来意,经典电影暂无评价,https://movie.douban.com/subject/25710912/,no,0.9,内地喜剧普通话主导
26728669,风中有朵雨做的云,2019,娄烨,汉语普通话 / 粤语,中国大陆,7.2,364183,0,1,E2,城建委主任唐奕杰（张颂文 饰）在动员钉子户搬迁现场坠楼身亡，年轻警官杨家栋（井柏然 饰）负责调查此案，因此结识了唐奕杰的妻子林慧（宋佳 饰）和女儿唐小诺（马思纯 饰）。通过唐小诺，杨家栋得知唐奕杰和林慧之间的感情并不和睦，不仅如此，林慧还曾患有精神分裂症。唐奕杰生前和紫金企业的负责人姜紫成（秦昊 饰）交往甚密，而林慧亦曾是姜紫成的女友，除此之外，姜紫成的合伙人连阿云（陈妍希 饰）一直下落不明，这一,经典电影暂无评价,https://movie.douban.com/subject/26728669/,yes,0.85,广州背景粤语对白贯穿
25895276,煎饼侠,2015,大鹏,汉语普通话 / 英语 / 粤语,中国大陆,5.8,352083,0,0,,人气偶像大鹏（董成鹏 饰）遭遇了意外事件，令其跌入人生谷底，女友采洁（郭采洁 饰）也离他而去，只剩助理董成龙（潘斌龙 饰）和红颜知己柳岩（柳岩 饰）对他不离不弃。大鹏草率签下电影合约，却因资金问题一筹莫展，还遭到了黑道大哥王老板（梁超 饰）的威胁。无奈之下大鹏只得找来小 明星杜潇潇（袁姗姗 饰）、群头马涛（衣云鹤 饰）、狗仔摄影师胡来（崔志佳 饰）组成一个临时摄制组，准备拍摄一部全明星阵容的大片，,经典电影暂无评价,https://movie.douban.com/subject/25895276/,no,0.9,普通话喜剧粤语点缀
25662327,火锅英雄,2016,杨庆,汉语普通话 / 重庆话,中国大陆,7.2,318741,0,1,E2,中学时代起就是好哥们儿的刘波（陈坤 饰）、许东（秦昊 饰）与王平川（喻恩泰 饰），因为合伙经营的防空洞改造的火锅店经营不善而渐生矛盾。三兄弟准备把店转让，为了能卖个好价钱，三人开始自行扩建。没想到却误打误撞地挖到了隔壁银行的金库，面对金钱的诱惑欠下赌债的刘波左右为难，无巧不成书，初中女同学 于小惠（白百合 饰）刚好就是这所银行的职员。三人准备请于小惠帮忙，没想到于小惠心心念念的却是当年的一封情书…,经典电影暂无评价,https://movie.douban.com/subject/25662327/,yes,0.95,全程重庆话劫案片
2124703,疯狂的赛车,2009,宁浩,汉语普通话 / 青岛话 / 闽南语 / 陕西话 / 武汉话 / 四川话,中国大陆,8.2,316848,1,3,E1,在一次全国自行车锦标赛上，倒霉的职业车手耿浩（黄渤 饰）以0.01秒的微弱差距败给撞到狗屎运的对手，屈居亚军，随后他又遭奸商李法拉（九孔 饰）算计，因药检呈阳性而被终身禁赛，他的教练（马少骅 饰）因此气倒。多年后，耿浩靠开车运送水产为生，养活中风的教练，而当年的骗子李法拉则依靠其推销的补品“肾白银”大发其财。李嫌弃彪悍魁梧的老婆，因此雇用两个业余杀手（王双宝 & 巴多 饰）杀妻，结果杀手反被老婆买,导演以多线交织的环形叙事与荒诞粗粝的黑色幽默，将多路人马的疯狂角逐生动交织在狂奔之中。,https://movie.douban.com/subject/2124703/,yes,0.95,多方言混响标杆片
1292434,一一,2017,杨德昌,汉语普通话 / 闽南语 / 英语 / 日语,中国台湾 / 日本,9.1,313439,0,1,E2,NJ（吴念真）是个很有原则的生意人，同妻子敏敏（金燕玲）、女儿婷婷（李凯莉）、儿子洋洋（张杨洋）以及外婆住在台北某所普通公寓里。小舅子的一场麻烦婚礼过后，因为外婆突然中风昏迷，他迎来更加混乱的日子。敏敏公司、家里两头跑，时常感觉自己要被耗空；婷婷一直为外婆的中风内疚，恋爱谈到中途发现自己不过是替代品；NJ更是麻烦重重，公司面临破产，他又不愿放下别人眼里一文不值的自尊。一家人里，似乎只有洋洋没有烦恼,经典电影暂无评价,https://movie.douban.com/subject/1292434/,yes,0.85,台北家庭闽南语穿插
24879858,分手大师,2014,俞白眉 / 邓超,汉语普通话 / 克里奥尔语 / 英语 / 日语 / 上海话,中国大陆,5.1,303970,0,-1,N2,梅远贵（邓超 饰）是一个情感经历极为丰富的男人，虽然有过这样那样的失败恋情，却也帮他铺就了一条通往荣华复归的康庄大道。现如今的梅远贵生活在首都北京，与其精英团队操办起帮人分手的奇葩业务，无论你有着怎样的感情和生活，只要票子给足，他总会高效率地完成任务。爱情那么虚幻的东西太不可靠，还是钱最让他放心。这一天，梅照例接了一单生意，那就是帮客户甩掉美丽女孩叶小春（杨幂 饰）。小春是一个自强不息的北漂姑娘，,经典电影暂无评价,https://movie.douban.com/subject/24879858/,no,0.85,普通话喜剧方言点缀
3626416,十月围城,2009,陈德森,汉语普通话 / 粤语 / 英语,中国香港 / 中国大陆,7.7,295511,0,1,E2,1905年，香港中环。革命志士惨遭暗杀。知悉孙中山（张涵予 饰）即将抵港，清廷遂派遣将军阎孝国（胡军 饰）前来剿杀。他收买赌徒沈重阳(甄子丹 饰)作密探。适逢商人李玉堂(王学圻 饰)之子李重光(王柏杰饰)考学庆典，沈重阳见前妻月茹(范冰冰 饰)与幼女已成他人家眷，黯然离去。为护孙，《中国日报》社长陈少白（梁家辉 饰）邀戏班班主（任达华饰）出手，令其惨遭灭门，其女方红(李宇春 饰)侥幸生还。陈少白被,影片将狭窄街巷的悲壮搏杀与宏大的家国宿命紧密结合，慷慨歌颂了革命前夕小人物的无畏牺牲。,https://movie.douban.com/subject/3626416/,yes,0.85,1905香港市井粤语贯穿
30413052,攀登者,2019,李仁港,汉语普通话 / 藏语,中国大陆,6.0,295304,0,1,E2,1960年，中国登山队向珠峰发起冲刺，完成了世界首次北坡登顶这一不可能的任务。15 年后，方五洲和曲松林在气象学家徐缨的帮助下，带领李国梁、杨光等年轻队员再次挑战世界之巅。迎接他们的将是更加 严酷的现实，也是生与死的挑战......,经典电影暂无评价,https://movie.douban.com/subject/30413052/,no,0.85,登山主旋律藏语点缀
27191431,过春天,2019,白雪,汉语普通话 / 粤语,中国大陆,7.7,281442,0,1,E2,单亲家庭出身的16岁女学生佩佩（黄尧 饰），她的城市既是香港、也是深圳，白天在香港上学，晚上回到深圳跟妈妈（倪虹洁 饰）住在一起，频繁地穿梭于两地。为了和闺蜜Joe（汤加文 饰）一起旅行的约定，为了自己的存在感，为了对Joe男友阿豪（孙阳 饰）懵懂的好感，她内心的冲动被点燃，“水客”成为了她的另一个身份，一段颇有“冒险”感的青春故事就此开始。,经典电影暂无评价,https://movie.douban.com/subject/27191431/,yes,0.9,深港双城粤语青春片
30292777,阳光普照,2019,钟孟宏,汉语普通话 / 闽南语,中国台湾,8.5,270757,0,1,E2,平凡的一家人阿文（陈以文 饰）和琴姐（柯淑勤 饰）育有两个儿子，叛逆的小儿子阿和（巫建和 饰）与好友菜头（刘冠廷 饰）砍伤人进了少年辅育院，但阿和的女友小玉（吴岱凌 饰）却带着身孕来家里…琴姐不顾阿文反对，将小玉留下来照顾。此时，被砍伤者家属也来找阿文求取巨额赔偿，阿文受不了总是带来麻烦的小儿子，将所有希望都寄托在资优生大儿子阿豪（许光汉 饰）身上，却不知道温暖善良的阿豪心中也藏着不为人知的秘密…,经典电影暂无评价,https://movie.douban.com/subject/30292777/,yes,0.9,家庭闽南语对白贯穿
26972258,江湖儿女,2018,贾樟柯,汉语普通话 / 山西方言 / 湖北方言 / 重庆方言,中国大陆 / 法国 / 日本,7.6,262911,1,3,E1,故事开始于2001年的山西大同，巧巧（赵涛 饰）和斌斌（廖凡 饰）相恋多年，巧巧一心希望能够和斌斌成家过安稳的生活，但斌斌身为当地的大佬，有着自己更高远的志向。一场意外中，斌斌遭人暗算危在旦夕，巧巧拿着斌斌私藏的手枪挺身而出救了斌斌，自己却因为非法持枪而被判处了五年的监禁。一晃眼五年过去，出狱后的巧巧发现整个世界都发生了翻天覆地的变化，唯一不变的是她对斌斌真挚的感情。巧巧跋山涉水寻找斌斌的下落，但,经典电影暂无评价,https://movie.douban.com/subject/26972258/,yes,0.95,山西方言贯穿标杆片
900180,可可西里,2004,陆川 Chuan Lu,汉语普通话 / 藏语,中国大陆 / 香港,8.7,259686,0,1,E2,经典电影暂无简介。,《可可西里》：陆川最具力量的边疆纪实作，巡山队员在流沙中沉没与死寂荒漠，用粗砺真实的画面展现了保护藏羚羊的壮烈。,https://movie.douban.com/subject/1308857/,yes,0.9,藏语巡山队对白成规模
10763164,扫毒,2013,陈木胜,汉语普通话 / 粤语 / 泰语 / 英语,中国大陆 / 中国香港,7.5,239286,0,1,E2,从小一起长大的好兄弟马昊天（刘青云 饰）、张子伟（张家辉 饰）和 苏建秋（古天乐 饰）共同效力于警队扫毒科。在一次临时改变计划的行动后，建秋因为卧底身份不能与妻子（袁泉 饰）过正常生活而心生退意，但在阿天与子伟的劝说下，三人决定进行最后一搏。建秋跟着毒贩老大黑柴（林国斌 饰）前往泰国与毒贩Bobby（卢惠光 饰）进行对接，目的是见到行动的最大目标“八面佛”（卢海鹏 饰），阿天则和子伟以及同事阿益（,影片以热血悲壮的情怀与火爆生死的枪战场景，极力讴歌了肝胆相照的兄弟情义，感人至深。,https://movie.douban.com/subject/10763164/,yes,0.8,港产警匪粤语原声
26322792,北京遇上西雅图之不二情书,2016,薛晓路,汉语普通话 / 英语 / 粤语,中国大陆 / 中国香港,6.4,237058,0,0,,焦娇（汤唯 饰）15岁就来到了澳门，过着颠沛流离的生活，之后成为了赌场公关。罗大牛（吴秀波 饰）早年来到美国，一番摸爬滚打，如今已经是小有名气的加州房地产经纪人，事业一帆风顺的他在情场上自然步步为赢，是公认的钻石王老五。一本名为《查令十字街84号》的书让这一对生活毫无交集的男女走到了一起，两人通过电子邮件进行交往，透过种种误会和波折，最终发现彼此是自己的灵魂伴侣。在此期间，焦娇徘徊在郑义（陆毅 饰,影片以古典的书信体缘分与都市流浪感相交织，深刻探讨了现代人的心灵归宿与漂泊中的爱情。,https://movie.douban.com/subject/26322792/,no,0.85,跨国爱情片普通话主导
