movie_id,片名,年份,Region,语言,处置,原因,审计日期,依据,状态,处理日期,来源
4073913,注文津,2010,East_Asia,朝鲜语,整行删除,'朝鲜语'国别歧义（朝鲜半岛影片），全量口径假阳性，整行删除,2026-08-15,待审错误清单_20260815.md 第二/三/八类（用户审核确认）,,,
2153526,特工绍特,2010,North_America,英语 / 俄语 / 朝鲜语,整行删除,'朝鲜语'国别歧义（朝鲜半岛影片），全量口径假阳性，整行删除,2026-08-15,待审错误清单_20260815.md 第二/三/八类（用户审核确认）,,,
6849035,家族的国度,2012,East_Asia,日语 / 朝鲜语,整行删除,'朝鲜语'国别歧义（朝鲜半岛影片），全量口径假阳性，整行删除,2026-08-15,待审错误清单_20260815.md 第二/三/八类（用户审核确认）,,,
26413195,炽热的欲望,2013,East_Asia,朝鲜语 Korean,整行删除,'朝鲜语'国别歧义（朝鲜半岛影片），全量口径假阳性，整行删除,2026-08-15,待审错误清单_20260815.md 第二/三/八类（用户审核确认）,,,
26700520,太阳之下,2015,Europe,朝鲜语,整行删除,'朝鲜语'国别歧义（朝鲜半岛影片），全量口径假阳性，整行删除,2026-08-15,待审错误清单_20260815.md 第二/三/八类（用户审核确认）,,,
26577728,禁忌之恋,2015,Other,坦纳岛西南部方言,整行删除,境外方言标签被'方言'兜底误命中，全量口径假阳性，整行删除,2026-08-15,待审错误清单_20260815.md 第二/三/八类（用户审核确认）,,,
26922704,光复日,2018,Europe,英语 / 朝鲜语,整行删除,'朝鲜语'国别歧义（朝鲜半岛影片），全量口径假阳性，整行删除,2026-08-15,待审错误清单_20260815.md 第二/三/八类（用户审核确认）,,,
1477536,婼玛的十七岁,2003,China,汉语普通话 / 哈尼语 / 英语 / 云南方言 / 日语,,方案A标注-待核验（方言组保留片，少数民族语言+外语标签同现）,,,待核验,,scripts/gen_review_sample.py（计划G）
1766086,太阳照常升起,2007,China,汉语普通话 / 温州话 / 俄语 / 维吾尔语,,方案A标注-待核验（方言组保留片，少数民族语言+外语标签同现）,,,待核验,,scripts/gen_review_sample.py（计划G）
3230462,女人不坏,2008,China,汉语普通话 / 韩语 / 乌兹别克语,,方案A标注-待核验（方言组保留片，少数民族语言+外语标签同现）,,,待核验,,scripts/gen_review_sample.py（计划G）
4116937,西藏往事,2011,China,汉语普通话 / 英语 / 藏语,,方案A标注-待核验（方言组保留片，少数民族语言+外语标签同现）,,,待核验,,scripts/gen_review_sample.py（计划G）
4841182,云上太阳,2012,China,汉语普通话 / 法语 / 少数民族语,,方案A标注-待核验（方言组保留片，少数民族语言+外语标签同现）,,,待核验,,scripts/gen_review_sample.py（计划G）
6126442,一步之遥,2014,China,汉语普通话 / 英语 / 上海话 / 法语 / 日语 / 满语 / 越南语 / 拉丁语,,方案A标注-待核验（方言组保留片，少数民族语言+外语标签同现）,,,待核验,,scripts/gen_review_sample.py（计划G）
10810270,西藏天空,2014,China,藏语 / 英语 / 汉语普通话,,方案A标注-待核验（方言组保留片，少数民族语言+外语标签同现）,,,待核验,,scripts/gen_review_sample.py（计划G）
24743696,喜马拉雅天梯,2015,China,藏语 / 汉语普通话 / 英语,,方案A标注-待核验（方言组保留片，少数民族语言+外语标签同现）,,,待核验,,scripts/gen_review_sample.py（计划G）
3077412,寻龙诀,2015,China,汉语普通话 / 英语 / 蒙古语 / 日语,,方案A标注-待核验（方言组保留片，少数民族语言+外语标签同现）,,,待核验,,scripts/gen_review_sample.py（计划G）
26335498,狼踪,2015,China,汉语普通话 / 英语 / 法语 / 蒙古语,,方案A标注-待核验（方言组保留片，少数民族语言+外语标签同现）,,,待核验,,scripts/gen_review_sample.py（计划G）
25727544,寻找罗麦,2018,China,汉语普通话 / 英语 / 藏语 / 法语,,方案A标注-待核验（方言组保留片，少数民族语言+外语标签同现）,,,待核验,,scripts/gen_review_sample.py（计划G）
30255216,您一定不要错过,2018,China,汉语普通话 / 蒙语 / 日语 / 俄语,,方案A标注-待核验（方言组保留片，少数民族语言+外语标签同现）,,,待核验,,scripts/gen_review_sample.py（计划G）
30295905,中国机长,2019,China,汉语普通话 / 藏语 / 英语 / 四川话,,方案A标注-待核验（方言组保留片，少数民族语言+外语标签同现）,,,待核验,,scripts/gen_review_sample.py（计划G）
26752088,我不是药神,2018,,汉语普通话 / 英语 / 上海话 / 印地语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 上海话仅点缀的普通话商业片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
900072,让子弹飞,2010,,汉语普通话 / 四川话 / 山西话,tier2b补回,BENCHMARK 判定 yes(conf=0.95): 川渝方言贯穿全程的标杆片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26861685,红海行动,2018,,汉语普通话 / 阿拉伯语 / 英语 / 索马里语 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.9): 军事行动片粤语仅配角语言,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
27110296,无名之辈,2018,,汉语普通话 / 贵州方言,tier2b补回,LLM_JUDGE 判定 yes(conf=0.95): 全程贵州方言黑色喜剧,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26425063,无双,2018,,汉语普通话 / 粤语 / 英语 / 泰语 / 波兰语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 跨国伪钞案多语港片方言非主体,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26698897,唐人街探案2,2018,,汉语普通话 / 英语 / 日语 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.9): 纽约探案喜剧普通话主导,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
900225,疯狂的石头,2006,,汉语普通话 / 重庆话,tier2b补回,BENCHMARK 判定 yes(conf=0.95): 重庆话多线叙事标杆片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
25815034,湄公河行动,2016,,汉语普通话 / 粤语 / 泰语 / 缅甸语 / 英语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.9): 跨境缉毒动作片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26277313,西游记之大圣归来,2015,,汉语普通话 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.9): 粤语仅为发行配音版本,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
3649049,金陵十三钗,2011,,汉语普通话 / 英语 / 日语 / 南京话 / 上海话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.9): 南京话上海话对白成规模,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
25805741,后会无期,2014,,汉语普通话 / 手语 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.8): 普通话公路片方言点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
3077412,寻龙诀,2015,,汉语普通话 / 英语 / 蒙古语 / 日语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 蒙古语仅草原段落点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
4237879,人在囧途,2010,,汉语普通话 / 武汉话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 湖南武汉方言公路喜剧,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
10574468,北京遇上西雅图,2013,,汉语普通话 / 英语 / 闽南语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 西雅图背景闽南语点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
900030,鬼子来了,2000,,汉语普通话 / 日语 / 唐山话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.95): 全程唐山话的姜文经典,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
3821067,一代宗师,2013,,汉语普通话 / 粤语 / 日语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 粤语武林对白成规模,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
30171424,拆弹专家2,2020,,汉语普通话 / 粤语 / 英语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 港产粤语原声警匪片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
25717233,心花路放,2014,,汉语普通话 / 粤语 / 云南方言,tier2b补回,BENCHMARK 判定 yes(conf=0.9): 云南方言段落成规模标杆片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
25798222,亲爱的,2014,,汉语普通话 / 安徽方言 / 粤语 / 陕西方言,tier2b补回,BENCHMARK 判定 yes(conf=0.95): 多方言寻子题材标杆片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
25716096,狗十三,2018,,汉语普通话 / 西安话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.95): 全程西安话成长片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
3596502,唐山大地震,2010,,汉语普通话 / 唐山话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 唐山话家庭戏贯穿,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
24745500,绣春刀,2014,,汉语普通话 / 蒙古语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 普通话武侠片蒙古语点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
3824672,听说,2015,,汉语普通话 / 台湾手语 / 闽南语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.8): 手语主导闽南语少量,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
25710912,港囧,2015,,汉语普通话 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.9): 内地喜剧普通话主导,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26728669,风中有朵雨做的云,2019,,汉语普通话 / 粤语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 广州背景粤语对白贯穿,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
25895276,煎饼侠,2015,,汉语普通话 / 英语 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.9): 普通话喜剧粤语点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
25662327,火锅英雄,2016,,汉语普通话 / 重庆话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.95): 全程重庆话劫案片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
2124703,疯狂的赛车,2009,,汉语普通话 / 青岛话 / 闽南语 / 陕西话 / 武汉话 / 四川话,tier2b补回,BENCHMARK 判定 yes(conf=0.95): 多方言混响标杆片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1292434,一一,2017,,汉语普通话 / 闽南语 / 英语 / 日语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 台北家庭闽南语穿插,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
24879858,分手大师,2014,,汉语普通话 / 克里奥尔语 / 英语 / 日语 / 上海话,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 普通话喜剧方言点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
3626416,十月围城,2009,,汉语普通话 / 粤语 / 英语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 1905香港市井粤语贯穿,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
30413052,攀登者,2019,,汉语普通话 / 藏语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 登山主旋律藏语点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
27191431,过春天,2019,,汉语普通话 / 粤语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.9): 深港双城粤语青春片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
30292777,阳光普照,2019,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.9): 家庭闽南语对白贯穿,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26972258,江湖儿女,2018,,汉语普通话 / 山西方言 / 湖北方言 / 重庆方言,tier2b补回,BENCHMARK 判定 yes(conf=0.95): 山西方言贯穿标杆片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
900180,可可西里,2004,,汉语普通话 / 藏语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.9): 藏语巡山队对白成规模,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
10763164,扫毒,2013,,汉语普通话 / 粤语 / 泰语 / 英语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 港产警匪粤语原声,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26322792,北京遇上西雅图之不二情书,2016,,汉语普通话 / 英语 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 跨国爱情片普通话主导,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1418070,如果·爱,2005,,汉语普通话 / 粤语 / 英语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 歌舞片普通话主导,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
6080775,黄金大劫案,2012,,汉语普通话 / 东北话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.9): 全程东北话伪满喜剧,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
4176542,杀生,2012,,汉语普通话 / 四川话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.95): 川西寨子四川话贯穿,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
10537853,万箭穿心,2012,,汉语普通话 / 武汉方言,tier2b补回,LLM_JUDGE 判定 yes(conf=0.95): 武汉方言版市井家庭片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
3993588,狼图腾,2015,,汉语普通话 / 蒙古语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.8): 知青片普通话主导蒙古语点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
23788440,杀破狼2,2015,,汉语普通话 / 粤语 / 英语 / 泰语 / 韩语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 跨国动作合拍片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26748673,拆弹专家,2017,,汉语普通话 / 粤语 / 英语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.8): 合拍警匪片普通话版主导,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
11600078,目击者之追凶,2017,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 台片闽南语对白贯穿,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
11625097,澳门风云 賭城風雲,2014,,汉语普通话 / 粤语 / 英语 / 葡萄牙语 / 泰语 / 韩语 / 日语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.9): 合拍赌片普通话主导,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
11598977,叶问3,2016,,汉语普通话 / 粤语 / 英语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.75): 叶问系列粤语对白成规模,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
10604486,不二神探,2013,,汉语普通话 / 粤语 / 英语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.9): 合拍探案喜剧,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
3230462,女人不坏,2008,,汉语普通话 / 韩语 / 乌兹别克语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.9): 无中国方言语言标签,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1306939,推手,1991,,汉语普通话 / 英语 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 台北美家庭粤语点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
25755645,老男孩猛龙过江,2014,,汉语普通话 / 英语 / 韩语 / 山东方言 / 意大利语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 山东方言仅个别人物点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1309004,孔雀,2005,,汉语普通话 / 晋语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 安阳晋语背景对白,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
4718369,白鹿原,2012,,汉语普通话 / 陕西话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.9): 关中陕西话史诗片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1891179,梅兰芳,2008,,汉语普通话 / 北京话 / 日语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.8): 北京话仅梨园点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1308587,向左走·向右走,2003,,汉语普通话 / 粤语 / 波兰语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 都市爱情片普通话主导,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
3690289,春风沉醉的夜晚,2009,,汉语普通话 / 粤语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.75): 南京背景方言粤语穿插,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
4942778,白蛇传说,2011,,汉语普通话 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.9): 合拍奇幻动作片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
24987018,赤道,2015,,汉语普通话 / 粤语 / 韩语 / 英语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 跨国反恐合拍片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1305046,双瞳,2002,,汉语普通话 / 台语 / 英语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 台片台语灵异惊悚,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
11501396,边境风云,2012,,汉语普通话 / 四川话 / 缅甸语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.9): 云南边陲四川话贯穿,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26235349,三人行,2016,,汉语普通话 / 粤语 / 英语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 合拍医院警匪片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
33408026,刻在你心底的名字,2020,,汉语普通话 / 英语 / 闽南语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.75): 闽南语少量青春片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1421809,最好的时光,2005,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 侯孝贤闽南语段落贯穿,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
5244092,翻滚吧！阿信,2011,,汉语普通话 / 闽南语 Hokkien,tier2b补回,LLM_JUDGE 判定 yes(conf=0.9): 宜兰闽南语励志片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
5318669,转山,2011,,汉语普通话 / 藏语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 藏区骑行藏语对白,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
25849475,新娘大作战,2015,,汉语普通话 / 上海话,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 普通话都市喜剧,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
3217122,一页台北,2010,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 台北夜市闽南语小品,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
23126901,特殊身份,2013,,汉语普通话 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.9): 合拍卧底动作片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
6869395,低俗喜剧,2012,,汉语普通话 / 粤语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.9): 彭浩翔纯粤语喜剧,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
